SEASON,TEAM,TEAM_CLEANED,PLAYER,NUMBER,AGE,POSITION,POSITION_TYPE,VALUE_EUR,PLAYER_LINK,NATIONALITY
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Mohamadou Sumareh,13,27,Right Winger,Forwards,175000.0,https://www.transfermarkt.com/mohamadou-sumareh/profil/spieler/480258,The Gambia
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Arif Aiman,42,19,Right Winger,Forwards,150000.0,https://www.transfermarkt.com/arif-aiman/profil/spieler/803158,Malaysia
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Ramadhan Saifullah,17,21,Right Winger,Forwards,100000.0,https://www.transfermarkt.com/ramadhan-saifullah/profil/spieler/631136,Malaysia
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Fernando Forestieri,45,31,Second Striker,Forwards,900000.0,https://www.transfermarkt.com/fernando-forestieri/profil/spieler/44948,Argentina
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Heberty,37,33,Second Striker,Forwards,800000.0,https://www.transfermarkt.com/heberty/profil/spieler/175254,Brazil
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Diogo,-,34,Centre-Forward,Forwards,650000.0,https://www.transfermarkt.com/diogo/profil/spieler/68711,Brazil
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Bérgson,9,30,Centre-Forward,Forwards,450000.0,https://www.transfermarkt.com/bergson/profil/spieler/135061,Brazil
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Syafiq Ahmad,28,26,Centre-Forward,Forwards,125000.0,https://www.transfermarkt.com/syafiq-ahmad/profil/spieler/483398,Malaysia
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Hazwan Bakri,18,30,Centre-Forward,Forwards,100000.0,https://www.transfermarkt.com/hazwan-bakri/profil/spieler/213951,Malaysia
2022,Johor Darul Ta'zim,Johor Darul Ta'zim FC,Daryl Sham,81,19,Centre-Forward,Goalkeeper,2498.0,https://www.transfermarkt.com/daryl-sham/profil/spieler/971688,Malaysia
2022,Selangor FC,Selangor FC,Khairulazhan Khalid,1,32,Goalkeeper,Goalkeeper,150000.0,https://www.transfermarkt.com/khairulazhan-khalid/profil/spieler/315547,Malaysia
2022,Selangor FC,Selangor FC,Samuel Somerville,23,27,Goalkeeper,Goalkeeper,100000.0,https://www.transfermarkt.com/samuel-somerville/profil/spieler/560096,England
2022,Selangor FC,Selangor FC,Syahmi Adib,-,18,Goalkeeper,Goalkeeper,2501.0,https://www.transfermarkt.com/syahmi-adib/profil/spieler/879346,Malaysia
2022,Selangor FC,Selangor FC,Yazan Al-Arab,5,25,Centre-Back,Defenders,400000.0,https://www.transfermarkt.com/yazan-al-arab/profil/spieler/539961,Jordan
2022,Selangor FC,Selangor FC,Safuwan Baharudin,21,30,Centre-Back,Defenders,200000.0,https://www.transfermarkt.com/safuwan-baharudin/profil/spieler/149956,Singapore
2022,Selangor FC,Selangor FC,Sharul Nazeem,44,22,Centre-Back,Defenders,100000.0,https://www.transfermarkt.com/sharul-nazeem/profil/spieler/874237,Malaysia
2022,Selangor FC,Selangor FC,Khuzaimi Piee,18,28,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/khuzaimi-piee/profil/spieler/484834,Malaysia
2022,Selangor FC,Selangor FC,Richmond Tetteh Ankrah,-,21,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/richmond-tetteh-ankrah/profil/spieler/711595,Ghana
2022,Selangor FC,Selangor FC,Harith Haiqal,55,19,Centre-Back,Defenders,10000.0,https://www.transfermarkt.com/harith-haiqal/profil/spieler/541770,Malaysia
2022,Selangor FC,Selangor FC,Faiz Amer,-,18,Centre-Back,Defenders,2508.0,https://www.transfermarkt.com/faiz-amer/profil/spieler/940568,Malaysia
2022,Selangor FC,Selangor FC,V. Ruventhiran,19,20,Left-Back,Defenders,75000.0,https://www.transfermarkt.com/v-ruventhiran/profil/spieler/874219,Malaysia
2022,Selangor FC,Selangor FC,Fazly Mazlan,22,28,Left-Back,Defenders,75000.0,https://www.transfermarkt.com/fazly-mazlan/profil/spieler/407683,Malaysia
2022,Selangor FC,Selangor FC,Quentin Cheng,2,22,Right-Back,Defenders,125000.0,https://www.transfermarkt.com/quentin-cheng/profil/spieler/873953,Malaysia
2022,Selangor FC,Selangor FC,Zikri Khalili,14,19,Right-Back,Defenders,50000.0,https://www.transfermarkt.com/zikri-khalili/profil/spieler/541787,Malaysia
2022,Selangor FC,Selangor FC,Muhammad Abu Khalil,-,16,Defensive Midfield,Midfielders,2513.0,https://www.transfermarkt.com/muhammad-abu-khalil/profil/spieler/1059876,Malaysia
2022,Selangor FC,Selangor FC,Noor Al-Rawabdeh,8,24,Central Midfield,Midfielders,375000.0,https://www.transfermarkt.com/noor-al-rawabdeh/profil/spieler/561485,Jordan
2022,Selangor FC,Selangor FC,Brendan Gan,88,33,Central Midfield,Midfielders,250000.0,https://www.transfermarkt.com/brendan-gan/profil/spieler/99346,Australia
2022,Selangor FC,Selangor FC,Mukhairi Ajmal,10,20,Central Midfield,Midfielders,150000.0,https://www.transfermarkt.com/mukhairi-ajmal/profil/spieler/679116,Malaysia
2022,Selangor FC,Selangor FC,Alex Agyarkwa,-,21,Central Midfield,Midfielders,100000.0,https://www.transfermarkt.com/alex-agyarkwa/profil/spieler/830939,Ghana
2022,Selangor FC,Selangor FC,Haiqal Haqeemi,34,18,Central Midfield,Midfielders,2518.0,https://www.transfermarkt.com/haiqal-haqeemi/profil/spieler/1028896,Malaysia
2022,Selangor FC,Selangor FC,Izwan Yuslan,76,17,Central Midfield,Midfielders,2519.0,https://www.transfermarkt.com/izwan-yuslan/profil/spieler/990771,Malaysia
2022,Selangor FC,Selangor FC,Yohandry Orozco,16,30,Attacking Midfield,Midfielders,700000.0,https://www.transfermarkt.com/yohandry-orozco/profil/spieler/72638,Venezuela
2022,Selangor FC,Selangor FC,Aliff Haiqal,77,21,Attacking Midfield,Midfielders,100000.0,https://www.transfermarkt.com/aliff-haiqal/profil/spieler/723672,Malaysia
2022,Selangor FC,Selangor FC,Syahir Bashah,43,20,Attacking Midfield,Midfielders,75000.0,https://www.transfermarkt.com/syahir-bashah/profil/spieler/894318,Malaysia
2022,Selangor FC,Selangor FC,Faisal Halim,-,23,Left Winger,Midfielders,150000.0,https://www.transfermarkt.com/faisal-halim/profil/spieler/480250,Malaysia
2022,Selangor FC,Selangor FC,Nor Hakim Hassan,-,30,Left Winger,Midfielders,125000.0,https://www.transfermarkt.com/nor-hakim-hassan/profil/spieler/483963,Malaysia
2022,Selangor FC,Selangor FC,Danial Asri,17,21,Left Winger,Midfielders,75000.0,https://www.transfermarkt.com/danial-asri/profil/spieler/874236,Malaysia
2022,Selangor FC,Selangor FC,Hein Htet Aung,-,20,Right Winger,Forwards,125000.0,https://www.transfermarkt.com/hein-htet-aung/profil/spieler/556029,Myanmar
2022,Selangor FC,Selangor FC,Ayron del Valle,70,32,Centre-Forward,Forwards,800000.0,https://www.transfermarkt.com/ayron-del-valle/profil/spieler/74440,Colombia
2022,Selangor FC,Selangor FC,Richmond Boakye,9,28,Centre-Forward,Forwards,500000.0,https://www.transfermarkt.com/richmond-boakye/profil/spieler/119213,Ghana
2022,Selangor FC,Selangor FC,Rauf Salifu,-,19,Centre-Forward,Forwards,200000.0,https://www.transfermarkt.com/rauf-salifu/profil/spieler/715615,Ghana
2022,Selangor FC,Selangor FC,Haykal Danish,35,16,Striker,Forwards,2530.0,https://www.transfermarkt.com/haykal-danish/profil/spieler/1028887,Malaysia
2022,Selangor FC,Selangor FC,Abdul Rahman Daud,36,17,Striker,Forwards,2531.0,https://www.transfermarkt.com/abdul-rahman-daud/profil/spieler/990657,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Kalamullah Al-Hafiz,22,26,Goalkeeper,Goalkeeper,125000.0,https://www.transfermarkt.com/kalamullah-al-hafiz/profil/spieler/488883,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Ifwat Akmal,1,25,Goalkeeper,Goalkeeper,100000.0,https://www.transfermarkt.com/ifwat-akmal/profil/spieler/483400,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Fikri Che Soh,33,23,Goalkeeper,Goalkeeper,2534.0,https://www.transfermarkt.com/fikri-che-soh/profil/spieler/578712,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Alan Robertson,-,27,Centre-Back,Defenders,275000.0,https://www.transfermarkt.com/alan-robertson/profil/spieler/286149,South Africa
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Bojan Ciger,4,27,Centre-Back,Defenders,250000.0,https://www.transfermarkt.com/bojan-ciger/profil/spieler/580784,Yugoslavia (Republic)
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Rodney Celvin,3,25,Centre-Back,Defenders,225000.0,https://www.transfermarkt.com/rodney-celvin/profil/spieler/483907,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Akmal Zahir,2,27,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/akmal-zahir/profil/spieler/510678,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Ariff Farhan,27,25,Left-Back,Defenders,100000.0,https://www.transfermarkt.com/ariff-farhan/profil/spieler/243448,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Azrin Afiq,31,19,Left-Back,Defenders,2540.0,https://www.transfermarkt.com/azrin-afiq/profil/spieler/804277,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Wan Amirul Afiq,18,29,Right-Back,Defenders,125000.0,https://www.transfermarkt.com/wan-amirul-afiq/profil/spieler/484765,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Loqman Hakim,13,23,Right-Back,Defenders,75000.0,https://www.transfermarkt.com/loqman-hakim/profil/spieler/548395,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Heshamudin Ahmad,15,22,Right-Back,Defenders,2543.0,https://www.transfermarkt.com/heshamudin-ahmad/profil/spieler/990642,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Kamil Akmal,66,22,Right-Back,Defenders,2544.0,https://www.transfermarkt.com/kamil-akmal/profil/spieler/990640,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Moses Atede,25,24,Defensive Midfield,Defenders,300000.0,https://www.transfermarkt.com/moses-atede/profil/spieler/889153,Nigeria
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Amirbek Dzhuraboev,6,25,Defensive Midfield,Midfielders,250000.0,https://www.transfermarkt.com/amirbek-dzhuraboev/profil/spieler/308589,Tajikistan
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Halim Saari,-,27,Central Midfield,Midfielders,150000.0,https://www.transfermarkt.com/halim-saari/profil/spieler/483397,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Manuel Ott,8,29,Central Midfield,Midfielders,150000.0,https://www.transfermarkt.com/manuel-ott/profil/spieler/93549,Germany
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Amirul Hisyam,77,26,Central Midfield,Midfielders,150000.0,https://www.transfermarkt.com/amirul-hisyam/profil/spieler/440497,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Fadzrul Danel,20,23,Central Midfield,Midfielders,100000.0,https://www.transfermarkt.com/fadzrul-danel/profil/spieler/670072,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Mior Dani,29,22,Central Midfield,Midfielders,2551.0,https://www.transfermarkt.com/mior-dani/profil/spieler/939678,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Lee Tuck,-,33,Attacking Midfield,Midfielders,175000.0,https://www.transfermarkt.com/lee-tuck/profil/spieler/105061,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,J. Partiban,16,29,Left Winger,Midfielders,200000.0,https://www.transfermarkt.com/j-partiban/profil/spieler/523856,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Fayadh Zulkifi,21,23,Left Winger,Midfielders,150000.0,https://www.transfermarkt.com/fayadh-zulkifi/profil/spieler/676837,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Zharmien Ashraf,79,19,Left Winger,Midfielders,2555.0,https://www.transfermarkt.com/zharmien-ashraf/profil/spieler/975931,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Al-Hafiz,11,27,Right Winger,Midfielders,100000.0,https://www.transfermarkt.com/al-hafiz/profil/spieler/873968,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Manuel Hidalgo,88,22,Right Winger,Midfielders,100000.0,https://www.transfermarkt.com/manuel-hidalgo/profil/spieler/534358,Argentina
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Faizal Talib,17,24,Right Winger,Midfielders,15000.0,https://www.transfermarkt.com/faizal-talib/profil/spieler/676758,Malaysia
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Jonathan Balotelli,89,32,Centre-Forward,Forwards,400000.0,https://www.transfermarkt.com/jonathan-balotelli/profil/spieler/270048,Brazil
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Ifedayo Olusegun,12,30,Centre-Forward,Forwards,375000.0,https://www.transfermarkt.com/ifedayo-olusegun/profil/spieler/485505,Nigeria
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Willian Lira,-,28,Centre-Forward,Forwards,100000.0,https://www.transfermarkt.com/willian-lira/profil/spieler/512592,Brazil
2022,Kedah Darul Aman FC,Kedah Darul Aman FC,Aiman Afif,19,20,Centre-Forward,Forwards,25000.0,https://www.transfermarkt.com/aiman-afif/profil/spieler/805191,Malaysia
2022,Sabah FC,Sabah FC,Khairul Fahmi,19,32,Goalkeeper,Goalkeeper,175000.0,https://www.transfermarkt.com/khairul-fahmi/profil/spieler/190999,Malaysia
2022,Sabah FC,Sabah FC,Damien Lim,31,24,Goalkeeper,Goalkeeper,100000.0,https://www.transfermarkt.com/damien-lim/profil/spieler/483671,Malaysia
2022,Sabah FC,Sabah FC,Ramzi Mustakim,1,22,Goalkeeper,Goalkeeper,2565.0,https://www.transfermarkt.com/ramzi-mustakim/profil/spieler/933905,Malaysia
2022,Sabah FC,Sabah FC,Irfan Zakaria,71,26,Centre-Back,Defenders,200000.0,https://www.transfermarkt.com/irfan-zakaria/profil/spieler/315729,Malaysia
2022,Sabah FC,Sabah FC,Rawilson Batuil,3,27,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/rawilson-batuil/profil/spieler/595838,Malaysia
2022,Sabah FC,Sabah FC,Dominic Tan,33,24,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/dominic-tan/profil/spieler/480242,Malaysia
2022,Sabah FC,Sabah FC,Hanafie Tokyo,-,22,Centre-Back,Defenders,10000.0,https://www.transfermarkt.com/hanafie-tokyo/profil/spieler/885966,Malaysia
2022,Sabah FC,Sabah FC,Gabriel Peres,4,24,Centre-Back,Defenders,2570.0,https://www.transfermarkt.com/gabriel-peres/profil/spieler/978220,Brazil
2022,Sabah FC,Sabah FC,Kwang-min Ko,27,33,Left-Back,Defenders,450000.0,https://www.transfermarkt.com/kwang-min-ko/profil/spieler/201381,"Korea, South"
2022,Sabah FC,Sabah FC,Daniel Ting,5,29,Left-Back,Defenders,125000.0,https://www.transfermarkt.com/daniel-ting/profil/spieler/468513,England
2022,Sabah FC,Sabah FC,R. Dinesh,13,23,Left-Back,Defenders,50000.0,https://www.transfermarkt.com/r-dinesh/profil/spieler/480179,Malaysia
2022,Sabah FC,Sabah FC,Rizal Ghazali,15,29,Right-Back,Defenders,225000.0,https://www.transfermarkt.com/rizal-ghazali/profil/spieler/474219,Malaysia
2022,Sabah FC,Sabah FC,Tae-su Park,6,32,Defensive Midfield,Defenders,175000.0,https://www.transfermarkt.com/tae-su-park/profil/spieler/178102,"Korea, South"
2022,Sabah FC,Sabah FC,Gary Steven,20,29,Defensive Midfield,Defenders,25000.0,https://www.transfermarkt.com/gary-steven/profil/spieler/215399,Malaysia
2022,Sabah FC,Sabah FC,Sappie Ashri,-,18,Midfielder,Midfielders,2577.0,https://www.transfermarkt.com/sappie-ashri/profil/spieler/998890,Malaysia
2022,Sabah FC,Sabah FC,Baddrol Bakhtiar,-,33,Central Midfield,Midfielders,325000.0,https://www.transfermarkt.com/baddrol-bakhtiar/profil/spieler/69295,Malaysia
2022,Sabah FC,Sabah FC,Telmo Castanheira,10,29,Central Midfield,Midfielders,75000.0,https://www.transfermarkt.com/telmo-castanheira/profil/spieler/256697,Portugal
2022,Sabah FC,Sabah FC,Irfan Fazail,91,30,Central Midfield,Midfielders,2580.0,https://www.transfermarkt.com/irfan-fazail/profil/spieler/203082,Malaysia
2022,Sabah FC,Sabah FC,Danial Haqim Deraman,-,23,Central Midfield,Midfielders,2581.0,https://www.transfermarkt.com/danial-haqim-deraman/profil/spieler/578711,Malaysia
2022,Sabah FC,Sabah FC,Stuart Wilkin,22,23,Central Midfield,Midfielders,2582.0,https://www.transfermarkt.com/stuart-wilkin/profil/spieler/404585,England
2022,Sabah FC,Sabah FC,Saddil Ramdani,67,22,Left Winger,Midfielders,250000.0,https://www.transfermarkt.com/saddil-ramdani/profil/spieler/506303,Indonesia
2022,Sabah FC,Sabah FC,Farhan Roslan,8,25,Left Winger,Midfielders,75000.0,https://www.transfermarkt.com/farhan-roslan/profil/spieler/483396,Malaysia
2022,Sabah FC,Sabah FC,Shahrol Nizam,-,21,Left Winger,Midfielders,2585.0,https://www.transfermarkt.com/shahrol-nizam/profil/spieler/1165958,Malaysia
2022,Sabah FC,Sabah FC,Miguel Cifuentes,-,31,Right Winger,Midfielders,600000.0,https://www.transfermarkt.com/miguel-cifuentes/profil/spieler/175836,Spain
2022,Sabah FC,Sabah FC,Jaílton Paraíba,-,31,Right Winger,Midfielders,250000.0,https://www.transfermarkt.com/jailton-paraiba/profil/spieler/216827,Brazil
2022,Sabah FC,Sabah FC,S. Kumaahran,-,25,Right Winger,Midfielders,100000.0,https://www.transfermarkt.com/s-kumaahran/profil/spieler/392751,Malaysia
2022,Sabah FC,Sabah FC,Ummareng Bacok,29,27,Right Winger,Midfielders,25000.0,https://www.transfermarkt.com/ummareng-bacok/profil/spieler/804047,Malaysia
2022,Sabah FC,Sabah FC,Jacob Njoku,-,24,Second Striker,Forwards,100000.0,https://www.transfermarkt.com/jacob-njoku/profil/spieler/452336,Nigeria
2022,Sabah FC,Sabah FC,Amri Yahyah,17,40,Second Striker,Forwards,50000.0,https://www.transfermarkt.com/amri-yahyah/profil/spieler/120049,Malaysia
2022,Sabah FC,Sabah FC,Ramon Machado,16,30,Centre-Forward,Forwards,300000.0,https://www.transfermarkt.com/ramon-machado/profil/spieler/232296,Brazil
2022,Sabah FC,Sabah FC,Maxsius Musa,-,28,Striker,Forwards,75000.0,https://www.transfermarkt.com/maxsius-musa/profil/spieler/259973,Malaysia
2022,Sabah FC,Sabah FC,Darren Lok,28,31,Centre-Forward,Forwards,75000.0,https://www.transfermarkt.com/darren-lok/profil/spieler/295234,England
2022,Sabah FC,Sabah FC,Jafri Firdaus Chew,11,24,Centre-Forward,Forwards,50000.0,https://www.transfermarkt.com/jafri-firdaus-chew/profil/spieler/484766,Malaysia
2022,Sabah FC,Sabah FC,Azhad Harraz,50,18,Centre-Forward,Forwards,2596.0,https://www.transfermarkt.com/azhad-harraz/profil/spieler/944835,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Kevin Ray Mendoza,1,27,Goalkeeper,Goalkeeper,200000.0,https://www.transfermarkt.com/kevin-ray-mendoza/profil/spieler/182367,Denmark
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Azri Ghani,30,22,Goalkeeper,Goalkeeper,75000.0,https://www.transfermarkt.com/azri-ghani/profil/spieler/631137,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Julian Bechler,-,20,Goalkeeper,Goalkeeper,50000.0,https://www.transfermarkt.com/julian-bechler/profil/spieler/806590,Germany
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Azim Al-Amin,20,21,Goalkeeper,Defenders,10000.0,https://www.transfermarkt.com/azim-al-amin/profil/spieler/874567,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Syafiq Sabaruddin,-,20,Goalkeeper,Defenders,2601.0,https://www.transfermarkt.com/syafiq-sabaruddin/profil/spieler/1143870,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Nabil Bokhari,66,22,Defender,Defenders,2602.0,https://www.transfermarkt.com/nabil-bokhari/profil/spieler/631163,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Matko Zirdum,5,23,Centre-Back,Defenders,300000.0,https://www.transfermarkt.com/matko-zirdum/profil/spieler/371914,Croatia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Giancarlo Gallifuoco,9,27,Centre-Back,Defenders,300000.0,https://www.transfermarkt.com/giancarlo-gallifuoco/profil/spieler/214820,Australia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Muhammad Faudzi,3,25,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/muhammad-faudzi/profil/spieler/684330,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Nazirul Naim,77,28,Left-Back,Defenders,125000.0,https://www.transfermarkt.com/nazirul-naim/profil/spieler/215397,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Declan Lambert,12,23,Left-Back,Defenders,75000.0,https://www.transfermarkt.com/declan-lambert/profil/spieler/576733,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Khair Jones,15,32,Left-Back,Defenders,50000.0,https://www.transfermarkt.com/khair-jones/profil/spieler/167519,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Nabil Hakim,-,22,Left-Back,Defenders,15000.0,https://www.transfermarkt.com/nabil-hakim/profil/spieler/805165,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Juzaerul Jasmi,-,21,Left-Back,Defenders,2610.0,https://www.transfermarkt.com/juzaerul-jasmi/profil/spieler/810102,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Kamal Azizi,4,28,Right-Back,Midfielders,100000.0,https://www.transfermarkt.com/kamal-azizi/profil/spieler/483947,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Anwar Ibrahim,25,22,Right-Back,Midfielders,50000.0,https://www.transfermarkt.com/anwar-ibrahim/profil/spieler/631162,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Sebastian Avanzini,19,26,Defensive Midfield,Midfielders,150000.0,https://www.transfermarkt.com/sebastian-avanzini/profil/spieler/512257,Italy
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Kenny Pallraj,21,28,Defensive Midfield,Midfielders,150000.0,https://www.transfermarkt.com/kenny-pallraj/profil/spieler/483646,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Akram Mahinan,14,28,Central Midfield,Midfielders,250000.0,https://www.transfermarkt.com/akram-mahinan/profil/spieler/227209,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Firdaus Saiyadi,-,25,Central Midfield,Midfielders,125000.0,https://www.transfermarkt.com/firdaus-saiyadi/profil/spieler/483657,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Zhafri Yahya,8,27,Central Midfield,Midfielders,125000.0,https://www.transfermarkt.com/zhafri-yahya/profil/spieler/523586,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Ryan Lambert,6,23,Central Midfield,Midfielders,50000.0,https://www.transfermarkt.com/ryan-lambert/profil/spieler/561474,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Amirul Aiman,-,21,Right Midfield,Midfielders,25000.0,https://www.transfermarkt.com/amirul-aiman/profil/spieler/874028,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Paulo Josué,28,32,Attacking Midfield,Midfielders,300000.0,https://www.transfermarkt.com/paulo-josue/profil/spieler/377149,Brazil
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,J. Partiban,-,29,Left Winger,Midfielders,200000.0,https://www.transfermarkt.com/j-partiban/profil/spieler/523856,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Patrick Reichelt,11,33,Left Winger,Midfielders,150000.0,https://www.transfermarkt.com/patrick-reichelt/profil/spieler/138578,Germany
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,T. Saravanan,26,20,Left Winger,Midfielders,2623.0,https://www.transfermarkt.com/t-saravanan/profil/spieler/940581,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Sean Giannelli,17,25,Right Winger,Forwards,75000.0,https://www.transfermarkt.com/sean-giannelli/profil/spieler/873955,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Arif Shaqirin,29,21,Right Winger,Forwards,2625.0,https://www.transfermarkt.com/arif-shaqirin/profil/spieler/631134,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Hadi Mizei,49,22,Right Winger,Forwards,2626.0,https://www.transfermarkt.com/hadi-mizei/profil/spieler/1112868,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Sachin Samuel,50,21,Right Winger,Forwards,2627.0,https://www.transfermarkt.com/sachin-samuel/profil/spieler/1211974,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Caion,-,31,Centre-Forward,Forwards,400000.0,https://www.transfermarkt.com/caion/profil/spieler/113389,Brazil
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Romel Morales,7,24,Centre-Forward,Forwards,275000.0,https://www.transfermarkt.com/romel-morales/profil/spieler/435000,Colombia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Kipré Tchetche,23,34,Centre-Forward,Forwards,250000.0,https://www.transfermarkt.com/kipre-tchetche/profil/spieler/493765,Cote d'Ivoire
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Suhaimi Abu,-,19,Centre-Forward,Forwards,2631.0,https://www.transfermarkt.com/suhaimi-abu/profil/spieler/1122039,Malaysia
2022,Kuala Lumpur City FC,Kuala Lumpur City FC,Haqimi Rosli,37,18,Centre-Forward,Forwards,2632.0,https://www.transfermarkt.com/haqimi-rosli/profil/spieler/990638,Malaysia
2022,Terengganu FC,Terengganu FC,Suhaimi Husin,38,27,Goalkeeper,Goalkeeper,75000.0,https://www.transfermarkt.com/suhaimi-husin/profil/spieler/483945,Malaysia
2022,Terengganu FC,Terengganu FC,Rahadiazli Rahalim,1,20,Goalkeeper,Goalkeeper,50000.0,https://www.transfermarkt.com/rahadiazli-rahalim/profil/spieler/805261,Malaysia
2022,Terengganu FC,Terengganu FC,Syed Nasrulhaq,29,22,Goalkeeper,Goalkeeper,10000.0,https://www.transfermarkt.com/syed-nasrulhaq/profil/spieler/874105,Malaysia
2022,Terengganu FC,Terengganu FC,Shafawi Mohamad,-,24,Goalkeeper,Defenders,2636.0,https://www.transfermarkt.com/shafawi-mohamad/profil/spieler/811818,Malaysia
2022,Terengganu FC,Terengganu FC,Sardor Kulmatov,3,27,Centre-Back,Defenders,300000.0,https://www.transfermarkt.com/sardor-kulmatov/profil/spieler/494100,Uzbekistan
2022,Terengganu FC,Terengganu FC,Argzim Redzovic,36,29,Centre-Back,Defenders,250000.0,https://www.transfermarkt.com/argzim-redzovic/profil/spieler/166218,Jugoslawien (SFR)
