SEASON,TEAM,TEAM_CLEANED,PLAYER,NUMBER,AGE,POSITION,POSITION_TYPE,VALUE_EUR,PLAYER_LINK,NATIONALITY
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Muhammad Syazwan Tajudin,17,22,Centre-Back,Defenders,503.0,https://www.transfermarkt.com/muhammad-syazwan-tajudin/profil/spieler/210774,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Osman Yusoff,26,22,Centre-Back,Defenders,504.0,https://www.transfermarkt.com/osman-yusoff/profil/spieler/227216,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Shakir Hamzah,-,24,Left-Back,Defenders,505.0,https://www.transfermarkt.com/shakir-hamzah/profil/spieler/178590,Singapore
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Asri Mardzuki,24,22,Left-Back,Defenders,506.0,https://www.transfermarkt.com/asri-mardzuki/profil/spieler/227210,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Ariff Farhan,27,20,Left-Back,Defenders,507.0,https://www.transfermarkt.com/ariff-farhan/profil/spieler/243448,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Norfiqrie Talib,5,20,Right-Back,Defenders,508.0,https://www.transfermarkt.com/norfiqrie-talib/profil/spieler/566117,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Rizal Ghazali,15,24,Right-Back,Midfielders,509.0,https://www.transfermarkt.com/rizal-ghazali/profil/spieler/474219,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Baddrol Bakhtiar,7,28,Central Midfield,Midfielders,510.0,https://www.transfermarkt.com/baddrol-bakhtiar/profil/spieler/69295,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Akram Mahinan,14,23,Central Midfield,Midfielders,511.0,https://www.transfermarkt.com/akram-mahinan/profil/spieler/227209,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Amirul Hisyam,16,21,Central Midfield,Midfielders,512.0,https://www.transfermarkt.com/amirul-hisyam/profil/spieler/440497,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Halim Saari,18,22,Central Midfield,Midfielders,513.0,https://www.transfermarkt.com/halim-saari/profil/spieler/483397,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Muhammad Hanif Mat Dzahir,23,22,Central Midfield,Midfielders,514.0,https://www.transfermarkt.com/muhammad-hanif-mat-dzahir/profil/spieler/259924,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Zulfahamzie Mohd Tarmizi,28,20,Central Midfield,Midfielders,515.0,https://www.transfermarkt.com/zulfahamzie-mohd-tarmizi/profil/spieler/548396,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Liridon Krasniqi,-,24,Attacking Midfield,Midfielders,400000.0,https://www.transfermarkt.com/liridon-krasniqi/profil/spieler/93541,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Anmar Almubaraki,-,25,Attacking Midfield,Midfielders,75000.0,https://www.transfermarkt.com/anmar-almubaraki/profil/spieler/155769,Iraq
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Farhan Roslan,19,20,Left Winger,Midfielders,518.0,https://www.transfermarkt.com/farhan-roslan/profil/spieler/483396,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Akhyar Rashid,20,17,Left Winger,Midfielders,519.0,https://www.transfermarkt.com/akhyar-rashid/profil/spieler/493251,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Syazwan Zainon,22,27,Left Winger,Midfielders,520.0,https://www.transfermarkt.com/syazwan-zainon/profil/spieler/474572,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Hidhir Idris,35,19,Left Winger,Midfielders,521.0,https://www.transfermarkt.com/hidhir-idris/profil/spieler/548394,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Andik Vermansyah,30,25,Right Winger,Forwards,522.0,https://www.transfermarkt.com/andik-vermansyah/profil/spieler/252717,Indonesia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Sandro Mendonça,10,33,Second Striker,Forwards,425000.0,https://www.transfermarkt.com/sandro-mendonca/profil/spieler/37429,Brazil
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Pablo Pallarés,-,29,Centre-Forward,Forwards,200000.0,https://www.transfermarkt.com/pablo-pallares/profil/spieler/73283,Spain
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Paulo Rangel,-,31,Centre-Forward,Forwards,525.0,https://www.transfermarkt.com/paulo-rangel/profil/spieler/24702,Brazil
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Zaquan Adha,-,29,Centre-Forward,Forwards,526.0,https://www.transfermarkt.com/zaquan-adha/profil/spieler/68491,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Akmal Azmi,-,18,Centre-Forward,Forwards,527.0,https://www.transfermarkt.com/akmal-azmi/profil/spieler/524946,Malaysia
2017,Kedah Darul Aman FC,Kedah Darul Aman FC,Zafuan Azeman,11,17,Centre-Forward,Forwards,528.0,https://www.transfermarkt.com/zafuan-azeman/profil/spieler/566118,Malaysia
2017,Kelantan FC,Kelantan FC,Khairul Fahmi,-,27,Goalkeeper,Goalkeeper,529.0,https://www.transfermarkt.com/khairul-fahmi/profil/spieler/190999,Malaysia
2017,Kelantan FC,Kelantan FC,Ramadhan Hamid,-,22,Goalkeeper,Goalkeeper,530.0,https://www.transfermarkt.com/ramadhan-hamid/profil/spieler/259935,Malaysia
2017,Kelantan FC,Kelantan FC,Arif Abdullah,-,22,Goalkeeper,Goalkeeper,531.0,https://www.transfermarkt.com/arif-abdullah/profil/spieler/640528,Malaysia
2017,Kelantan FC,Kelantan FC,Shahrizan Ismail,1,36,Goalkeeper,Defenders,532.0,https://www.transfermarkt.com/shahrizan-ismail/profil/spieler/301344,Malaysia
2017,Kelantan FC,Kelantan FC,Fikri Che Soh,35,18,Goalkeeper,Defenders,533.0,https://www.transfermarkt.com/fikri-che-soh/profil/spieler/578712,Malaysia
2017,Kelantan FC,Kelantan FC,Alaeddine Bouslimi,-,26,Centre-Back,Defenders,250000.0,https://www.transfermarkt.com/alaeddine-bouslimi/profil/spieler/159943,Tunisia
2017,Kelantan FC,Kelantan FC,Cássio,4,27,Centre-Back,Defenders,535.0,https://www.transfermarkt.com/cassio/profil/spieler/116059,Brazil
2017,Kelantan FC,Kelantan FC,Nik Shahrul Azim Abdul Halim,-,26,Centre-Back,Defenders,536.0,https://www.transfermarkt.com/nik-shahrul-azim-abdul-halim/profil/spieler/263224,Malaysia
2017,Kelantan FC,Kelantan FC,Faizol Nazlin Sayuti,-,24,Centre-Back,Defenders,537.0,https://www.transfermarkt.com/faizol-nazlin-sayuti/profil/spieler/301389,Malaysia
2017,Kelantan FC,Kelantan FC,Nasharizam Abd. Rashid,-,21,Centre-Back,Defenders,538.0,https://www.transfermarkt.com/nasharizam-abd-rashid/profil/spieler/527704,Malaysia
2017,Kelantan FC,Kelantan FC,Farisham Ismail,6,31,Centre-Back,Defenders,539.0,https://www.transfermarkt.com/farisham-ismail/profil/spieler/301342,Malaysia
2017,Kelantan FC,Kelantan FC,Haziq Puad,12,23,Centre-Back,Defenders,540.0,https://www.transfermarkt.com/haziq-puad/profil/spieler/585898,Malaysia
2017,Kelantan FC,Kelantan FC,Amirizwan Taj,24,30,Centre-Back,Defenders,541.0,https://www.transfermarkt.com/amirizwan-taj/profil/spieler/228933,Malaysia
2017,Kelantan FC,Kelantan FC,Faris Shah,25,21,Centre-Back,Defenders,542.0,https://www.transfermarkt.com/faris-shah/profil/spieler/315725,Malaysia
2017,Kelantan FC,Kelantan FC,Syaiful Alias,36,17,Centre-Back,Midfielders,543.0,https://www.transfermarkt.com/syaiful-alias/profil/spieler/578713,Malaysia
2017,Kelantan FC,Kelantan FC,Shahrul Nizam Ros Hasni,40,18,Centre-Back,Midfielders,544.0,https://www.transfermarkt.com/shahrul-nizam-ros-hasni/profil/spieler/584319,Malaysia
2017,Kelantan FC,Kelantan FC,Nik Umar Nik Aziz,41,15,Centre-Back,Midfielders,545.0,https://www.transfermarkt.com/nik-umar-nik-aziz/profil/spieler/584359,Malaysia
2017,Kelantan FC,Kelantan FC,S.Veenod,-,28,Left-Back,Midfielders,546.0,https://www.transfermarkt.com/s-veenod/profil/spieler/474221,Malaysia
2017,Kelantan FC,Kelantan FC,Azwan Aripin,13,20,Left-Back,Midfielders,547.0,https://www.transfermarkt.com/azwan-aripin/profil/spieler/501800,Malaysia
2017,Kelantan FC,Kelantan FC,Morgaro Gomis,-,31,Defensive Midfield,Midfielders,600000.0,https://www.transfermarkt.com/morgaro-gomis/profil/spieler/43745,France
2017,Kelantan FC,Kelantan FC,Bakhtiyar Duyshobekov,17,21,Defensive Midfield,Midfielders,50000.0,https://www.transfermarkt.com/bakhtiyar-duyshobekov/profil/spieler/353438,Kyrgyzstan
2017,Kelantan FC,Kelantan FC,Khairul Asyraf,15,22,Defensive Midfield,Midfielders,550.0,https://www.transfermarkt.com/khairul-asyraf/profil/spieler/546326,Malaysia
2017,Kelantan FC,Kelantan FC,Fadhilah Pauzi,26,20,Defensive Midfield,Midfielders,551.0,https://www.transfermarkt.com/fadhilah-pauzi/profil/spieler/523555,Malaysia
2017,Kelantan FC,Kelantan FC,Badhri Radzi,-,34,Central Midfield,Midfielders,552.0,https://www.transfermarkt.com/badhri-radzi/profil/spieler/264244,Malaysia
2017,Kelantan FC,Kelantan FC,Sukri Hamid,-,24,Central Midfield,Midfielders,553.0,https://www.transfermarkt.com/sukri-hamid/profil/spieler/483659,Malaysia
2017,Kelantan FC,Kelantan FC,Danial Haqim Deraman,34,18,Central Midfield,Midfielders,554.0,https://www.transfermarkt.com/danial-haqim-deraman/profil/spieler/578711,Malaysia
2017,Kelantan FC,Kelantan FC,Amir Zikri Pauzi,18,22,Left Midfield,Midfielders,555.0,https://www.transfermarkt.com/amir-zikri-pauzi/profil/spieler/527702,Malaysia
2017,Kelantan FC,Kelantan FC,Nik Akif,33,17,Attacking Midfield,Forwards,556.0,https://www.transfermarkt.com/nik-akif/profil/spieler/526642,Malaysia
2017,Kelantan FC,Kelantan FC,Haikal Nazri,20,23,Left Winger,Forwards,557.0,https://www.transfermarkt.com/haikal-nazri/profil/spieler/545288,Malaysia
2017,Kelantan FC,Kelantan FC,Lazarus Kaimbi,11,28,Right Winger,Forwards,250000.0,https://www.transfermarkt.com/lazarus-kaimbi/profil/spieler/66340,Namibia
2017,Kelantan FC,Kelantan FC,Dong-hyeon Do,-,23,Right Winger,Forwards,100000.0,https://www.transfermarkt.com/dong-hyeon-do/profil/spieler/233167,"Korea, South"
2017,Kelantan FC,Kelantan FC,Afiq Saluddin,39,18,Right Winger,Forwards,560.0,https://www.transfermarkt.com/afiq-saluddin/profil/spieler/580213,Malaysia
2017,Kelantan FC,Kelantan FC,Nor Farhan Muhammad,-,32,Right Winger,Forwards,561.0,https://www.transfermarkt.com/nor-farhan-muhammad/profil/spieler/263249,Malaysia
2017,Kelantan FC,Kelantan FC,Syafiq Abd. Rahman,-,21,Right Winger,Forwards,562.0,https://www.transfermarkt.com/syafiq-abd-rahman/profil/spieler/527703,Malaysia
2017,Kelantan FC,Kelantan FC,Khairul Rizam,27,20,Right Winger,Forwards,563.0,https://www.transfermarkt.com/khairul-rizam/profil/spieler/571415,Malaysia
2017,Kelantan FC,Kelantan FC,Imran Samso,38,18,Right Winger,Forwards,564.0,https://www.transfermarkt.com/imran-samso/profil/spieler/578714,Malaysia
2017,Kelantan FC,Kelantan FC,Danial Ashraf Abdullah,37,19,Second Striker,Goalkeeper,565.0,https://www.transfermarkt.com/danial-ashraf-abdullah/profil/spieler/474571,Malaysia
2017,Kelantan FC,Kelantan FC,Bruno Lopes,-,30,Centre-Forward,Goalkeeper,500000.0,https://www.transfermarkt.com/bruno-lopes/profil/spieler/155469,Brazil
2017,Kelantan FC,Kelantan FC,l'Imam Seydi,-,31,Centre-Forward,Goalkeeper,200000.0,https://www.transfermarkt.com/limam-seydi/profil/spieler/159653,France
2017,Kelantan FC,Kelantan FC,Mohamad Ghaddar,-,32,Centre-Forward,Goalkeeper,568.0,https://www.transfermarkt.com/mohamad-ghaddar/profil/spieler/37028,Lebanon
2017,Kelantan FC,Kelantan FC,Ferdinan Sinaga,-,28,Centre-Forward,Goalkeeper,569.0,https://www.transfermarkt.com/ferdinan-sinaga/profil/spieler/206997,Indonesia
2017,Kelantan FC,Kelantan FC,Cristiano Sergipano,-,28,Centre-Forward,Goalkeeper,570.0,https://www.transfermarkt.com/cristiano-sergipano/profil/spieler/441427,Brazil
2017,Kelantan FC,Kelantan FC,Zul Fahmi Awang,-,23,Centre-Forward,Defenders,571.0,https://www.transfermarkt.com/zul-fahmi-awang/profil/spieler/486729,Malaysia
2017,Kelantan FC,Kelantan FC,Fakhrul Zaman Zawawi,7,24,Centre-Forward,Defenders,572.0,https://www.transfermarkt.com/fakhrul-zaman-zawawi/profil/spieler/491501,Malaysia
2017,Kelantan FC,Kelantan FC,Shafiq Shaharudin,8,22,Centre-Forward,Defenders,573.0,https://www.transfermarkt.com/shafiq-shaharudin/profil/spieler/571394,Malaysia
2017,Kelantan FC,Kelantan FC,Nik Azli Nik Alias,32,19,Centre-Forward,Defenders,574.0,https://www.transfermarkt.com/nik-azli-nik-alias/profil/spieler/519883,Malaysia
2017,Melaka United FC,Melaka United FC,Tse-Yang Wong,-,21,Goalkeeper,Goalkeeper,575.0,https://www.transfermarkt.com/tse-yang-wong/profil/spieler/491840,Malaysia
2017,Melaka United FC,Melaka United FC,Mohd Fazli Paat,1,29,Goalkeeper,Goalkeeper,576.0,https://www.transfermarkt.com/mohd-fazli-paat/profil/spieler/484764,Malaysia
2017,Melaka United FC,Melaka United FC,Zamir Selamat,11,27,Goalkeeper,Goalkeeper,577.0,https://www.transfermarkt.com/zamir-selamat/profil/spieler/392742,Malaysia
2017,Melaka United FC,Melaka United FC,Khairul Fahmi,20,27,Goalkeeper,Defenders,578.0,https://www.transfermarkt.com/khairul-fahmi/profil/spieler/190999,Malaysia
2017,Melaka United FC,Melaka United FC,Faridzuean Kamaruddin,22,21,Goalkeeper,Defenders,579.0,https://www.transfermarkt.com/faridzuean-kamaruddin/profil/spieler/486719,Malaysia
2017,Melaka United FC,Melaka United FC,Steven Thicot,15,29,Centre-Back,Defenders,400000.0,https://www.transfermarkt.com/steven-thicot/profil/spieler/18945,France
2017,Melaka United FC,Melaka United FC,Faris Shah,-,21,Centre-Back,Defenders,581.0,https://www.transfermarkt.com/faris-shah/profil/spieler/315725,Malaysia
2017,Melaka United FC,Melaka United FC,Alif Samsudin,-,27,Centre-Back,Defenders,582.0,https://www.transfermarkt.com/alif-samsudin/profil/spieler/545273,Malaysia
2017,Melaka United FC,Melaka United FC,Faizal Muhamad,3,27,Centre-Back,Defenders,583.0,https://www.transfermarkt.com/faizal-muhamad/profil/spieler/228902,Malaysia
2017,Melaka United FC,Melaka United FC,Nicholas Swirad,5,25,Centre-Back,Defenders,584.0,https://www.transfermarkt.com/nicholas-swirad/profil/spieler/519253,England
2017,Melaka United FC,Melaka United FC,Syawal Norsam,18,27,Centre-Back,Defenders,585.0,https://www.transfermarkt.com/syawal-norsam/profil/spieler/483500,Malaysia
2017,Melaka United FC,Melaka United FC,Khair Jones,26,27,Left-Back,Defenders,75000.0,https://www.transfermarkt.com/khair-jones/profil/spieler/167519,Malaysia
2017,Melaka United FC,Melaka United FC,S.Veenod,-,28,Left-Back,Defenders,587.0,https://www.transfermarkt.com/s-veenod/profil/spieler/474221,Malaysia
2017,Melaka United FC,Melaka United FC,Mohd Shazlan Alias,4,27,Right-Back,Defenders,588.0,https://www.transfermarkt.com/mohd-shazlan-alias/profil/spieler/545527,Malaysia
2017,Melaka United FC,Melaka United FC,Azmi Muslim,21,30,Right-Back,Midfielders,589.0,https://www.transfermarkt.com/azmi-muslim/profil/spieler/210512,Malaysia
2017,Melaka United FC,Melaka United FC,S. Chanthuru Suppiah,23,29,Right-Back,Midfielders,590.0,https://www.transfermarkt.com/s-chanthuru-suppiah/profil/spieler/191003,Malaysia
2017,Melaka United FC,Melaka United FC,Puaneswaran,27,33,Right-Back,Midfielders,591.0,https://www.transfermarkt.com/puaneswaran/profil/spieler/484835,Malaysia
2017,Melaka United FC,Melaka United FC,Uh-yeong Jeon,-,29,Defensive Midfield,Midfielders,250000.0,https://www.transfermarkt.com/uh-yeong-jeon/profil/spieler/180557,"Korea, South"
2017,Melaka United FC,Melaka United FC,Shahdan Sulaiman,-,28,Defensive Midfield,Midfielders,593.0,https://www.transfermarkt.com/shahdan-sulaiman/profil/spieler/150412,Singapore
2017,Melaka United FC,Melaka United FC,Tiago Gomes,10,31,Central Midfield,Midfielders,300000.0,https://www.transfermarkt.com/tiago-gomes/profil/spieler/42968,Portugal
2017,Melaka United FC,Melaka United FC,S. Sivanesan,6,26,Attacking Midfield,Midfielders,595.0,https://www.transfermarkt.com/s-sivanesan/profil/spieler/483824,Malaysia
2017,Melaka United FC,Melaka United FC,Surendran Ravindran,7,29,Attacking Midfield,Midfielders,596.0,https://www.transfermarkt.com/surendran-ravindran/profil/spieler/483508,Malaysia
2017,Melaka United FC,Melaka United FC,Farderin Kadir,25,29,Attacking Midfield,Midfielders,597.0,https://www.transfermarkt.com/farderin-kadir/profil/spieler/224382,Malaysia
2017,Melaka United FC,Melaka United FC,Chang-hun Lee,29,30,Left Winger,Midfielders,400000.0,https://www.transfermarkt.com/chang-hun-lee/profil/spieler/113553,"Korea, South"
2017,Melaka United FC,Melaka United FC,Syahrul Azwari,-,23,Right Winger,Midfielders,599.0,https://www.transfermarkt.com/syahrul-azwari/profil/spieler/216192,Malaysia
2017,Melaka United FC,Melaka United FC,Ahmad Fakri Saarani,13,27,Right Winger,Midfielders,600.0,https://www.transfermarkt.com/ahmad-fakri-saarani/profil/spieler/190994,Malaysia
2017,Melaka United FC,Melaka United FC,Fauzi Roslan,19,28,Second Striker,Midfielders,601.0,https://www.transfermarkt.com/fauzi-roslan/profil/spieler/263258,Malaysia
2017,Melaka United FC,Melaka United FC,Egor Zubovich,17,27,Centre-Forward,Forwards,250000.0,https://www.transfermarkt.com/egor-zubovich/profil/spieler/120544,UdSSR
2017,Melaka United FC,Melaka United FC,Ifedayo Olusegun,-,25,Centre-Forward,Forwards,603.0,https://www.transfermarkt.com/ifedayo-olusegun/profil/spieler/485505,Nigeria
2017,Melaka United FC,Melaka United FC,Nurshamil Abd Ghani,9,22,Centre-Forward,Forwards,604.0,https://www.transfermarkt.com/nurshamil-abd-ghani/profil/spieler/315720,Malaysia
2017,Melaka United FC,Melaka United FC,Gopi Rizqi,24,27,Striker,Forwards,605.0,https://www.transfermarkt.com/gopi-rizqi/profil/spieler/264246,Malaysia
2017,Perak FC,Perak FC,Nasrullah Aziz,1,19,Goalkeeper,Goalkeeper,606.0,https://www.transfermarkt.com/nasrullah-aziz/profil/spieler/583369,Malaysia
2017,Perak FC,Perak FC,Khairul Amri,18,27,Goalkeeper,Goalkeeper,607.0,https://www.transfermarkt.com/khairul-amri/profil/spieler/480055,Malaysia
2017,Perak FC,Perak FC,Hafizul Hakim,22,23,Goalkeeper,Goalkeeper,608.0,https://www.transfermarkt.com/hafizul-hakim/profil/spieler/273797,Malaysia
2017,Perak FC,Perak FC,Shafiq Hashim,-,21,Defender,Defenders,609.0,https://www.transfermarkt.com/shafiq-hashim/profil/spieler/483648,Malaysia
2017,Perak FC,Perak FC,Aidiel Shafiq,-,20,Defender,Defenders,610.0,https://www.transfermarkt.com/aidiel-shafiq/profil/spieler/483651,Malaysia
2017,Perak FC,Perak FC,Rizal Che Aziz,17,20,Defender,Defenders,611.0,https://www.transfermarkt.com/rizal-che-aziz/profil/spieler/579238,Malaysia
2017,Perak FC,Perak FC,Robert Cornthwaite,-,31,Centre-Back,Defenders,600000.0,https://www.transfermarkt.com/robert-cornthwaite/profil/spieler/43089,Australia
2017,Perak FC,Perak FC,Jad Noureddine,-,24,Centre-Back,Defenders,25000.0,https://www.transfermarkt.com/jad-noureddine/profil/spieler/212410,Lebanon
2017,Perak FC,Perak FC,Syazwan Zaipol,2,21,Centre-Back,Defenders,614.0,https://www.transfermarkt.com/syazwan-zaipol/profil/spieler/318807,Malaysia
2017,Perak FC,Perak FC,Shahrul Saad,3,23,Centre-Back,Defenders,615.0,https://www.transfermarkt.com/shahrul-saad/profil/spieler/210769,Malaysia
2017,Perak FC,Perak FC,Rafiq Faeez M.Fuad,6,23,Centre-Back,Defenders,616.0,https://www.transfermarkt.com/rafiq-faeez-m-fuad/profil/spieler/583370,Malaysia
2017,Perak FC,Perak FC,Idris Ahmad,15,26,Centre-Back,Defenders,617.0,https://www.transfermarkt.com/idris-ahmad/profil/spieler/483391,Malaysia
2017,Perak FC,Perak FC,Shathiya Kandasamy,24,26,Centre-Back,Defenders,618.0,https://www.transfermarkt.com/shathiya-kandasamy/profil/spieler/503954,Malaysia
2017,Perak FC,Perak FC,Nazirul Naim,21,23,Left-Back,Defenders,619.0,https://www.transfermarkt.com/nazirul-naim/profil/spieler/215397,Malaysia
2017,Perak FC,Perak FC,Azrul Nizam,-,22,Left-Back,Midfielders,620.0,https://www.transfermarkt.com/azrul-nizam/profil/spieler/315724,Malaysia
2017,Perak FC,Perak FC,Rafiuddin Roddin,25,27,Left-Back,Midfielders,621.0,https://www.transfermarkt.com/rafiuddin-roddin/profil/spieler/483609,Malaysia
2017,Perak FC,Perak FC,Amirul Azhan,23,23,Right-Back,Midfielders,622.0,https://www.transfermarkt.com/amirul-azhan/profil/spieler/483655,Malaysia
2017,Perak FC,Perak FC,Fikri Sudin,-,22,Midfielder,Midfielders,623.0,https://www.transfermarkt.com/fikri-sudin/profil/spieler/483658,Malaysia
2017,Perak FC,Perak FC,Kenny Pallraj,12,23,Defensive Midfield,Midfielders,624.0,https://www.transfermarkt.com/kenny-pallraj/profil/spieler/483646,Malaysia
2017,Perak FC,Perak FC,Mohd Hafiz Kamal,27,29,Midfielder,Midfielders,625.0,https://www.transfermarkt.com/mohd-hafiz-kamal/profil/spieler/315546,Malaysia
2017,Perak FC,Perak FC,Brendan Gan,11,28,Central Midfield,Midfielders,626.0,https://www.transfermarkt.com/brendan-gan/profil/spieler/99346,Australia
2017,Perak FC,Perak FC,Firdaus Saiyadi,-,20,Central Midfield,Midfielders,627.0,https://www.transfermarkt.com/firdaus-saiyadi/profil/spieler/483657,Malaysia
2017,Perak FC,Perak FC,Nasir Basharudin,4,26,Central Midfield,Midfielders,628.0,https://www.transfermarkt.com/nasir-basharudin/profil/spieler/377356,Malaysia
2017,Perak FC,Perak FC,Wander Luiz,10,29,Attacking Midfield,Midfielders,250000.0,https://www.transfermarkt.com/wander-luiz/profil/spieler/333028,Brazil
2017,Perak FC,Perak FC,Leandro dos Santos,8,30,Attacking Midfield,Midfielders,125000.0,https://www.transfermarkt.com/leandro-dos-santos/profil/spieler/281731,Brazil
